0,0,17.737
0,50,17.737
0,100,17.737
0,150,17.737
0,200,139.914
0,250,139.914
0,300,139.914
0,350,139.914
0,400,139.914
0,450,139.914
0,500,139.914
0,550,139.914
0,600,139.914
0,650,139.914
0,700,139.914
0,750,139.914
0,800,139.914
0,850,58.888
0,900,58.888
0,950,58.888
0,1000,58.888
0,1050,58.888
0,1100,58.888
0,1150,58.888
0,1200,58.888
0,1250,58.888
0,1300,58.888
0,1350,58.888
0,1400,58.888
0,1450,58.888
0,1500,58.888
0,1550,58.888
0,1600,9.878
0,1650,9.878
0,1700,9.878
0,1750,9.878
0,1800,9.878
0,1850,9.878
0,1900,9.878
0,1950,9.878
0,2000,9.878
0,2050,9.878
0,2100,9.878
0,2150,9.878
0,2200,9.878
0,2250,9.878
0,2300,9.878
0,2350,9.878
0,2400,9.878
0,2450,9.878
0,2500,45.374
0,2550,45.374
0,2600,45.374
0,2650,45.374
0,2700,45.374
0,2750,45.374
0,2800,45.374
0,2850,45.374
0,2900,45.374
0,2950,45.374
0,3000,45.374
0,3050,45.374
0,3100,45.374
0,3150,45.374
0,3200,45.374
0,3250,45.374
0,3300,5.992
0,3350,5.992
0,3400,5.992
0,3450,5.992
0,3500,5.992
0,3550,5.992
0,3600,5.992
0,3650,5.992
0,3700,5.992
0,3750,5.992
0,3800,5.992
0,3850,5.992
0,3900,5.992
0,3950,5.992
0,4000,5.992
0,4050,5.992
0,4100,5.992
0,4150,5.992
0,4200,5.992
0,4250,56.655
0,4300,56.655
0,4350,56.655
0,4400,56.655
0,4450,56.655
0,4500,56.655
0,4550,56.655
0,4600,56.655
0,4650,56.655
0,4700,56.655
0,4750,56.655
0,4800,56.655
0,4850,56.655
0,4900,56.655
0,4950,56.655
0,5000,9.385
0,5050,9.385
0,5100,9.385
0,5150,9.385
0,5200,9.385
0,5250,9.385
0,5300,9.385
0,5350,9.385
0,5400,9.385
0,5450,9.385
0,5500,9.385
0,5550,9.385
0,5600,9.385
0,5650,9.385
0,5700,9.385
0,5750,9.385
0,5800,9.385
0,5850,4.774
0,5900,4.774
0,5950,4.774
0,6000,4.774
0,6050,4.774
0,6100,4.774
0,6150,4.774
0,6200,4.774
0,6250,4.774
0,6300,4.774
0,6350,4.774
0,6400,4.774
0,6450,4.774
0,6500,4.774
0,6550,4.774
0,6600,4.774
0,6650,4.774
0,6700,4.861
0,6750,4.861
0,6800,4.861
0,6850,4.861
0,6900,4.861
0,6950,4.861
0,7000,4.861
0,7050,4.861
0,7100,4.861
0,7150,4.861
0,7200,4.861
0,7250,4.861
0,7300,4.861
0,7350,4.861
0,7400,4.861
0,7450,4.861
0,7500,4.861
0,7550,4.861
0,7600,4.861
0,7650,4.861
0,7700,4.861
0,7750,4.861
0,7800,4.861
0,7850,4.861
0,7900,4.861
0,7950,4.861
0,8000,4.861
0,8050,4.861
0,8100,4.861
0,8150,4.861
0,8200,4.861
0,8250,4.861
0,8300,4.861
0,8350,19.274
0,8400,19.274
0,8450,19.274
0,8500,19.274
0,8550,19.274
0,8600,19.274
0,8650,19.274
0,8700,19.274
0,8750,19.274
0,8800,19.274
0,8850,19.274
0,8900,19.274
0,8950,19.274
0,9000,19.274
0,9050,19.274
0,9100,19.274
0,9150,19.274
0,9200,19.274
0,9250,19.274
0,9300,19.274
0,9350,19.274
0,9400,19.274
0,9450,117.555
0,9500,117.555
0,9550,117.555
0,9600,117.555
0,9650,117.555
0,9700,117.555
0,9750,117.555
0,9800,117.555
0,9850,117.555
0,9900,117.555
0,9950,117.555
0,10000,117.555
0,10050,117.555
0,10100,36.442
0,10150,36.442
0,10200,36.442
0,10250,36.442
0,10300,36.442
0,10350,36.442
0,10400,36.442
0,10450,36.442
0,10500,36.442
0,10550,36.442
0,10600,36.442
0,10650,36.442
0,10700,36.442
0,10750,36.442
0,10800,36.442
0,10850,36.442
0,10900,36.442
0,10950,36.442
0,11000,36.442
0,11050,103.084
0,11100,103.084
0,11150,103.084
0,11200,103.084
0,11250,103.084
0,11300,103.084
0,11350,103.084
0,11400,103.084
0,11450,103.084
0,11500,103.084
0,11550,103.084
0,11600,103.084
0,11650,103.084
0,11700,103.084
0,11750,22.232
0,11800,22.232
0,11850,22.232
0,11900,22.232
0,11950,22.232
